entryId,entityType,contentfulUrl,slug,Test Form?,formEntityNames,BW Campaign ID,Campaign Member Status,Campaign Name,CXM Campaign ID,Form Name,Form Type,Global Campaign ID,Journey Stage,Lead Source,Lead Source Other,MONET Campaign ID,Product Interest,Solution,US Campaign ID
10vBCUA85KRMDPtw89B9jX,resourcePage,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/10vBCUA85KRMDPtw89B9jX,ebooks-papers/letters-vs-emails-consumer-research-report,N,C1 - MRS - Hand Raiser Form,,,,,,,,,WEB,,,,Mailing and Shipping,
2DX8gBb4TIVygCZxNr6KeY,resourcePage,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/2DX8gBb4TIVygCZxNr6KeY,ebooks-papers/mail-outsourcing-revolution,N,C1 - Digital - Hand Raiser Form,,WP-IDA-Hybrid Workforce,,,MCCF - FY20-Q4-GL-CEC-IB-BPA-Hybrid Workforce,,7014X000002e4v5QAA,Awareness,,,,,Intelligent Document Automation,7014X000002LD4g
4oQKl5jn3liq2ffj20Pxic,resourcePage,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/4oQKl5jn3liq2ffj20Pxic,ebooks-papers/navigating-us-canada-trade-relations-guide,N,C1 - Digital - Hand Raiser Form,701OL00000OzecDYAR,EB-AP-Website-Trade-Relations,,,,,,Awareness,Beanworks.com,,,,Accounts Payable,
2n2BVuDqDoMAecw5Z3lWID,resourcePage,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/2n2BVuDqDoMAecw5Z3lWID,ebooks-papers/practical-steps-improve-smb-cash-flow,N,C1 - Digital - Hand Raiser Form,701OL00000NauhZYAR,EB-AR-NORAM Improve SMB Cash Flow,,,,,,Awareness,WEB,,,,Accounts Receivable,
7wYShodHgAqCkzfAS3x0LW,resourcePage,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/7wYShodHgAqCkzfAS3x0LW,ebooks-papers/preventive-care-for-your-healthcare-operation,N,C1 - MRS - Hand Raiser Form,,WP-MRS-HC-PB1-Whitepaper,FY25-Q3-AM-DG-IB-MRS-CRS-IDA-Mail-Corporate-Website-Impress-Pages,,MCCF - FY25-Q3-AM-DG-IB-MRS-CRS-IDA-Mail-Corporate-Website-Impress-Pages,,,Awareness,WEB,,,Mail,Mailing and Shipping,701Vw00000L5ycAIAR
6yipKvFMbdljZsar2RbPIM,resourcePage,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/6yipKvFMbdljZsar2RbPIM,ebooks-papers/print-shop-high-margin-mail-guide,N,C1 - MRS - Hand Raiser Form,,EB-MRS-PSP-PB3-eBook,FY24-Q3-AM-DG-IB-MRS-ACQ-WebSite-D438-PSP,,MCCF - FY24-Q3-AM-DG-IB-MRS-ACQ-WebSite-D438-PSP,,,Awareness,WEB,,,Mail,Mailing and Shipping,7014X000002rwBrQAI
5djdi7zPbSDQ91pHhEZwhE,resourcePage,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/5djdi7zPbSDQ91pHhEZwhE,ebooks-papers/quick-reference-guide-to-usps-intelligent-mail-indicia,N,C1 - MRS - Hand Raiser Form,,EB-MRS-IMI_Compliance,,,WS - Neopost Quick Quote Form Handler,,,Awareness,WEB,,,,Mailing and Shipping,7014X000002lwCLQAY
6Kt5BrTq1NEOwoNmqCtc4H,resourcePage,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/6Kt5BrTq1NEOwoNmqCtc4H,ebooks-papers/ups-and-fedex-rate-guides,N,C1 - MRS - Hand Raiser Form,,IG-DOWNLOAD-MRS-LO-FEDEX-UPS-GUIDE,FY21-Q3-AM-RM-IB-MRS-LO-FEDEX-UPS-SHIPPING-GUIDES-IG,,MCCF - FY21-Q3-AM-RM-IB-MRS-LO-FEDEX-UPS-SHIPPING-GUIDES-IG,,,Awareness,WEB,,,,Mailing and Shipping,7014X000002m344QAA
3CRFeviMVIPrOVejhsR9jl,resourcePage,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/3CRFeviMVIPrOVejhsR9jl,en-GB=resources/optimising-operations-webinar; en-US=webinars-events/optimizing-operations-webinar,N,C1 - Digital - Hand Raiser Form,701OL00000TPSOdYAP,VD-AP-ondemand,FY25-Q2-UD-UKI-DG-IB-AP-ACQ-ondemandOptimsingYourFinancialOperationWithAutomatio,,,,701Pq00000bfpu7IAA,Awareness,Beanworks.com,,,,Accounts Payable,
5dopelubrjou4MwaFcluaP,resourcePage,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/5dopelubrjou4MwaFcluaP,en-GB=resources/optimising-your-financial-operations; en-US=ebooks-papers/optimizing-your-financial-operations,N,C1 - Digital - Hand Raiser Form,701OL00000NQ0buYAD,EB-AR-NORAM Optimal Finance,,,,,701Pq00000TBnSvIAL,Awareness,,,,,Accounts Receivable,
50lUZtW8JnZGaHAn81YNZr,resourcePage,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/50lUZtW8JnZGaHAn81YNZr,en-GB=resources/quadient-recognised-2023-gartner-magic-quadrant; en-US=ebooks-papers/quadient-recognized-2023-gartner-magic-quadrant; fr-FR=resources/quadient-magic-quadrant-gartner-2023,N,C1 - Digital - Hand Raiser Form,7015a000001NLSRAA4,AR-AR-Gartner-Magic-Quadrant-LP,,,,,,Awareness|Comparison,Email Campaign,,,Accounts Receivable Automation,Accounts Receivable,
6ZPe4IDm6d6lrn1gp7eGwk,resourcePage,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/6ZPe4IDm6d6lrn1gp7eGwk,en-US=ebooks-papers/5-trends-set-define-accounts-payable-2024; fr-FR=ressources/top-5-tendances-comptes-fournisseurs-2024,N,C1 - Digital - Hand Raiser Form,701OL0000057wUEYAY,EB-AP-Trends 2024,FY23-Q4-AM-AP-Organic-2024-Trends-EB,,,,,Awareness,Beanworks.com,,,Accounts Payable Automation,Accounts Payable,
2QDR8T6YsbYPbHQyhhpHf1,resourcePage,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/2QDR8T6YsbYPbHQyhhpHf1,en-US=ebooks-papers/convergence-customer-communications-management-ccm-and-customer-experience-management-cxm; es=recursos/convergence-customer-communications-management-ccm-and-customer-experience-management-cxm; fr-FR=ressources/la-convergence-de-la-gestion-de-la-communication-client-ccm-et-de-la-gestion-de-lexperience-client-cxm,N,C1 - Digital - Hand Raiser Form,,,,,,,,Awareness,,,,Customer Communications Management,Customer Communications,
3PHw7VIb8DdQL9DP1MjsCS,resourcePage,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/3PHw7VIb8DdQL9DP1MjsCS,en-US=ebooks-papers/evolving-customer-communications-cloud; es=resources/evolucionando-las-comunicaciones-con-clientes-la-nube; it-IT=risorse/evoluzione-comunicazione-cliente-cloud,N,C1 - Digital - Hand Raiser Form,,GD-CXM-SaaS_CCM,,7013k000001eESE,,,,Awareness,,,,Customer Communications Management,Customer Communications,
4lYkjgWRDOu3FpOaIrzRtM,resourcePage,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/4lYkjgWRDOu3FpOaIrzRtM,en-US=ebooks-papers/futureproofing-accounts-payable-function; fr-FR=resources/le-futur-de-la-gestion-des-comptes-fournisseurs,N,C1 - Digital - Hand Raiser Form,701OL0000071vl0YAA,EB-AP-Futureproofing,FY24-Q1-AM-AP-Nurture-Futureproofing-EB,,,,,Awareness,Beanworks.com,,,Accounts Payable Automation,Accounts Payable,
7h9qBxeP5nod7DUfB02LiE,resourcePage,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/7h9qBxeP5nod7DUfB02LiE,en-US=ebooks-papers/idc-customer-connection-dbs-bank; ja-JP=resources/idc-顧客とのつながり-dbs-bank,N,C1 - Digital - Hand Raiser Form,,AR-CXM-Personalizing CCM at DBS|AR-Personalizing CCM at DBS,,7013k000001BqHz,MCCF - FY20-Q3-GL-CEC-IB-CXM-Personalizing CCM at DBS,,,Awareness,,,,,Customer Communications,
6yQmT9pMOIKaH1SHaAjEyL,resourcePage,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/6yQmT9pMOIKaH1SHaAjEyL,en-US=ebooks-papers/IDC-marketscape-accounts-receivable-automation-applications; fr-FR=ressources/IDC-marketscape-comptes-clients-automatisation,N,C1 - Digital - Hand Raiser Form,701OL00000LMQO1YAP,RP-AR-IDC-Report-2024,,,,,701Pq00000PmqacIAB,Comparison,,,,Accounts Receivable Automation,Accounts Receivable,
2R9UzOSRzeGWsoXGqBnhWW,resourcePage,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/2R9UzOSRzeGWsoXGqBnhWW,en-US=ebooks-papers/qks-ai-maturity-matrix-ccm; es=matriz-de-madurez-ia-qks-ccm; ja-JP=qks-ai-seijyukudo-matrix-ccm,N,C1 - Digital - Hand Raiser Form,,AR-CXM-Download Maturity Matrix,FY25-Q3-GL-DG-IB-ACQ-CXM-2025 QKS AI Maturity Matrix CCM,701Rp00000VoRrFIAV,,,,Awareness,,,,Customer Communications Management,Customer Communications,
63Bmx21Lmi1DYM34PZmK8X,resourcePage,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/63Bmx21Lmi1DYM34PZmK8X,en-US=ebooks-papers/quadient-ar-named-leader-idc-marketscape-report; fr-FR=resources/yaypay-nommé-leader-dans-le-rapport-idc-marketscape,N,C1 - Digital - Hand Raiser Form,7015a0000019gkpAAA,RP-AR-IDC-Marktetscape-2021,,,MCCF - FY21-Q1-GL-IB-BPA-YayPay-IDC-Marketscape-Report-2021,,7014X0000029AyxQAE,Comparison,Email Campaign,,,Accounts Receivable Automation,Accounts Receivable,7014X000002lpkeQAA
5USVy4PyIihJxGVBlDVypX,resourcePage,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/5USVy4PyIihJxGVBlDVypX,en-US=ebooks-papers/top-12-customer-communication-trends-watch; es=recursos/las-12-principales-tendencias-de-comunicación-con-el-cliente-que-hay-que-observar,N,C1 - Digital - Hand Raiser Form,,EB-CXM-Top 12 Customer Communications tr|EB-Top 12 Customer Communications trends,,7012A000001BWGu,MCCF - FY19-Q1-GL-CM-IB-CCM-Top 12 Trends eBook,,,Awareness,,,,,Customer Communications,
677ZgsBICxlG8ER6w80FzM,resourcePage,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/677ZgsBICxlG8ER6w80FzM,en-US=ebooks-papers/ultimate-ar-email-template-kit; fr-FR=ressources/kit-modeles-lettres-recouvrement-gratuit,N,C1 - Digital - Hand Raiser Form,7015a0000019gqdAAA,GD-AR-AR-Email-Kit-TOFP2|GD-AR-Email-Kit-TOFP2,,,MCCF - FY21-Q4-GL-IB-BPA-TOF-Persona2-Drip-GD,,,Awareness,Email Campaign,,,Accounts Receivable Automation,Accounts Receivable,
7wahh4CHqDrBVtrUYMq6P4,resourcePage,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/7wahh4CHqDrBVtrUYMq6P4,en-US=ebooks-papers/ultimate-postage-meter-buyers-guide; fr-BE=ressources/guide-achat-complet-machine-a-affranchir; fr-FR=ressources/guide-achat-complet-machine-a-affranchir,N,C1 - MRS - Hand Raiser Form,0,GD-Download-MRS-LO-PMBG|GD-MRS-Download-MRS-LO-PMBG,,0,MCCF - GWN - Buyers Guide WP,,0,Comparison,WEB,,,Postage Meters|Postage Meters & Mailing Systems,Mailing and Shipping,7014X000002m33aQAA
45U1FNisGCqA0ANcyCQ1KK,resourcePage,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/45U1FNisGCqA0ANcyCQ1KK,webinars-events/accounting-life-celebrities,N,C1 - Digital - Hand Raiser Form,701OL00000YYunPYAT,VD-AP-on-demand,FY25-Q3-GL-DG-IB-ACQ-AP-LI-Accounting-Life-AP-Lessons-from-CelebritiesWBNR,,,,,Awareness,Email Campaign,,,,Accounts Payable,
6WWxzy2tntrLId2qLxeICD,resourcePage,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/6WWxzy2tntrLId2qLxeICD,webinars-events/accounting-life-sports,N,C1 - Digital - Hand Raiser Form,701OL00000VHf9mYAD,VD-AP-on-demand,FY25-Q3-AM-DG-EV-AP-ACQ-QUAD-WBN-Accounting-Life-Sports,,,,,Awareness,Email Campaign,,,,Accounts Payable,
6eGRxvSEoa9xLhGxicmGVt,resourcePage,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/6eGRxvSEoa9xLhGxicmGVt,webinars-events/acing-your-ap-audit,N,C1 - Digital - Hand Raiser Form,701OL00000csUWHYA2,VD-AP-on-demand,FY25-Q4-AM-DG-OB-ACQ-AP-QUAD-WBN-acing-your-AP-audit,,,,701Pm0000133lRfIAI,Awareness,Email Campaign,,,Accounts Payable Automation,Accounts Payable,
4frFzyrzRU8CTJP9yyAypM,resourcePage,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/4frFzyrzRU8CTJP9yyAypM,webinars-events/ai-accounting-processes,N,C1 - Digital - Hand Raiser Form,701OL00000TPkyDYAT,VD-AP-ondemand,FY25-Q2-UD-UKI-DG-IB-AP-ACQ-ondemandMakingAICountStreamliningFinanceProcess,,,,701Pq00000bg1s7IAA,Awareness,Beanworks.com,,,,Accounts Payable,
4oQLUL0oKDSn6nPMueJMHq,resourcePage,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/4oQLUL0oKDSn6nPMueJMHq,webinars-events/ap-2025-trends-predictions-and-future,N,C1 - Digital - Hand Raiser Form,701OL00000TJotHYAT,VD-AP-ondemand,FY25-Q2-UD-UKI-DG-IB-AP-ACQ-ondemandAPtrendstolookforin2025,,,,701Pq00000bYVdjIAG,Awareness,Beanworks.com,,,Accounts Payable Automation,Accounts Payable,
1q66XGjDIRZusRPusCcX60,resourcePage,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/1q66XGjDIRZusRPusCcX60,webinars-events/ap-fraud-files-famous-frauds,N,C1 - Digital - Hand Raiser Form,701OL00000TSxENYA1,VD-AP-famous-fraud-organic,,,,,,Awareness,Beanworks.com,,,Accounts Payable Automation,Accounts Payable,
5JcywhDEKfKaxeH2QvZgkT,resourcePage,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/5JcywhDEKfKaxeH2QvZgkT,webinars-events/ap-fraud-files-vendor-fraud,N,C1 - Digital - Hand Raiser Form,701OL00000WLwZfYAL,VD-AP-on-demand,FY25-Q3-AM-CA-DG-EV-ACQ-AP-QUAD-WBN-Payment-Fraud,,,,,Awareness,Email Campaign,,,Accounts Payable Automation,Accounts Payable,
69vSljSUAKIj1tqTMbHinJ,resourcePage,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/69vSljSUAKIj1tqTMbHinJ,webinars-events/ap-integration-without-headaches-complexity-simplicity,N,C1 - Digital - Hand Raiser Form,701OL00000YSFRyYAP,VD-AP-on-demand,FY25-Q3-AM-DG-EV-ACQ-AP-QUAD-WBN-AP-Integration,,,,,Awareness,Email Campaign,,,Accounts Payable Automation,Accounts Payable,
pyQ5Vi4n7ndZGOpri4lYo,resourcePage,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/pyQ5Vi4n7ndZGOpri4lYo,webinars-events/ap-reset-playbook,N,C1 - Digital - Hand Raiser Form,701OL00000hiKDaYAM,VD-AP-on-demand,FY26-Q1-AM-CA-DG-EV-ACQ-AP-QUAD-WBN-Reset-Playbook,,,,701Pm00001DVm1yIAD,Awareness,Beanworks.com,,,Accounts Payable Automation,Accounts Payable,
7uYGzsufkpY3dmXPX5zj6X,resourcePage,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/7uYGzsufkpY3dmXPX5zj6X,webinars-events/bots-brains-what-agentic-ai-means-finance-leaders,N,C1 - Digital - Hand Raiser Form,701OL00000en5U9YAI,VD-AP-from bots to brains webinar,FY25-Q4-GL-DG-IB-ACQ-AP-QUAD-WBN-ondemand webinar resource agentic ai in finance,,,,701Pm000016BEIJIA4,Comparison,Email Campaign,,,,Accounts Receivable,
uUeIpFKkH5LBYLaqU6jPA,resourcePage,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/uUeIpFKkH5LBYLaqU6jPA,webinars-events/building-ap-automation-business-case-today,N,C1 - Digital - Hand Raiser Form,701OL00000hpuVmYAI,VD-AP-on-demand,FY26-Q1-AM-CA-DG-EV-ACQ-AP-QUAD-WBN-Business-Case-for-Finance-Automation,,,,701Pm00001Dm00zIAB,Awareness,Email Campaign,,,Accounts Payable Automation,Accounts Payable,
B1cMKW5sbnQiogF72rcwY,resourcePage,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/B1cMKW5sbnQiogF72rcwY,webinars-events/business-growth-headaches,N,C1 - Digital - Hand Raiser Form,701OL00000TPeuUYAT,VD-AP-ondemand,FY25-Q2-UD-UKI-DG-IB-AP-ACQ-ondemandBusinessGrowthCreatingHeadachesForFinancialT,,,,701Pq00000bfzn3IAA,Awareness,Beanworks.com,,,,Accounts Payable,
3Dapn90fBV5tBcaXNglGfv,resourcePage,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/3Dapn90fBV5tBcaXNglGfv,webinars-events/change-management-ap-success,N,C1 - Digital - Hand Raiser Form,701OL00000Sm1MhYAJ,VD-AP-change-mgmt-organic,,,,,,Awareness,Beanworks.com,,,Accounts Payable Automation,Accounts Payable,
72WiGqfq7RzpA3fea1OuW0,resourcePage,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/72WiGqfq7RzpA3fea1OuW0,webinars-events/choosing-ap-platform,N,C1 - Digital - Hand Raiser Form,701OL00000TPcKoYAL,VD-AP-ondemand,FY25-Q2-UD-UKI-DG-IB-AP-ACQ-ondemandChoosingTheRightAPPlatform,,,,701Pq00000bg1iMIAQ,Awareness,Beanworks.com,,,Accounts Payable Automation,Accounts Payable,
2fdQ9mVdAtdAf3fevlVRre,resourcePage,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/2fdQ9mVdAtdAf3fevlVRre,webinars-events/choosing-right-accounts-payable-platform,N,C1 - Digital - Hand Raiser Form,7015a0000019hC3AAI,,,,,,,Awareness,Beanworks.com,,,Accounts Payable Automation,Accounts Payable,
1xRmB7PjuZknWDPzGetdRp,resourcePage,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/1xRmB7PjuZknWDPzGetdRp,webinars-events/cutting-out-paper-cuts,N,C1 - Digital - Hand Raiser Form,701OL00000TPf47YAD,VD-AP-ondemand,FY25-Q2-UD-UKI-DG-IB-AP-ACQ-ondemandCuttingOutPaperBenefitsOfAP,,,,701Pq00000bg07zIAA,Awareness,Beanworks.com,,,Accounts Payable Automation,Accounts Payable,
15MHxJMkepb06OWMqJXanN,resourcePage,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/15MHxJMkepb06OWMqJXanN,webinars-events/digital-advantage-suite-dynamic-communications,N,C1 - Digital - Hand Raiser Form,,VD-CXM-Digital Advantage Suite & Dyn Com,,7013k000001Brq7,,,,Awareness,,,,,Customer Communications,
5TikzG3593zpf4E6QpPe6m,resourcePage,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/5TikzG3593zpf4E6QpPe6m,webinars-events/digital-invoicing-becoming-standard,N,C1 - Digital - Hand Raiser Form,701OL00000esSY9YAM,VD-AP-on-demand,FY25-Q4-AM-CA-DG-EV-ACQ-AP-QUAD-WBN-einvoicing-SMB,,,,701Pm000016M0a7IAC,Awareness,Beanworks.com,,,,Accounts Payable,
24HuqmIuoCuPOn8gQzEa1A,resourcePage,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/24HuqmIuoCuPOn8gQzEa1A,webinars-events/free-monthly-accounts-payable-demo-nar,N,C1 - Digital - Hand Raiser Form,7015a0000019hC3AAI,,,,,,,Awareness,Beanworks.com,,,Accounts Payable Automation,Accounts Payable,
7N2nb7TxpkrEYJx32onedF,resourcePage,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/7N2nb7TxpkrEYJx32onedF,webinars-events/future-proofing-smbs-rising-costs,N,C1 - Digital - Hand Raiser Form,701OL00000TPimjYAD,VD-AP-ondemand,FY25-Q2-UD-UKI-DG-IB-AP-ACQ-ondemandBeyondTheBudgetFutureProofingSMBsAgainstCost,,,,701Pq00000bfvbQIAQ,Awareness,Beanworks.com,,,,Accounts Payable,
13pEeoUAbuKVSu88SA86zv,resourcePage,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/13pEeoUAbuKVSu88SA86zv,webinars-events/getting-more-value-sage,N,C1 - Digital - Hand Raiser Form,701OL00000hiNEgYAM,VD-AP-on-demand,FY26-Q1-AM-CA-DG-EV-ACQ-AP-QUAD-WBN-Sage-Session,,,,701Pm00001DVwSkIAL,Awareness,Email Campaign,,,,Accounts Payable,
5ABP06furT5zLQn3TL485M,resourcePage,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/5ABP06furT5zLQn3TL485M,webinars-events/great-reconciliation,N,C1 - Digital - Hand Raiser Form,701OL00000hhnL0YAI,VD-AP-on-demand,FY26-Q1-AM-CA-DG-EV-ACQ-AP-QUAD-WBN-Great-Reconciliation,,,,701Pm00001DVyKrIAL,Awareness,Email Campaign,,,,Accounts Payable,
4bz92PJqK93gw7aYccvIDz,resourcePage,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/4bz92PJqK93gw7aYccvIDz,webinars-events/how-erp-connectors-transform-ap-automation,N,C1 - Digital - Hand Raiser Form,701OL00000dlrTuYAI,VD-AP-on-demand,FY25-Q4-AM-DG-OB-ACQ-AP-QUAD-WBN-How ERP Connectors Transform AP Automation,,,,,Awareness,Email Campaign,,,Accounts Payable Automation,Accounts Payable,
55u0M4AhgOiGuIjjDHUqEa,resourcePage,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/55u0M4AhgOiGuIjjDHUqEa,webinars-events/how-finance-leaders-can-navigate-us-canada-trade-relations,N,C1 - Digital - Hand Raiser Form,701OL00000NdKODYA3,VD-AP-Organic-Trade-Relations,,,,,,Comparison,Beanworks.com,,,,Accounts Payable,
6wKdCUwB2dpekVCScORbFH,resourcePage,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/6wKdCUwB2dpekVCScORbFH,webinars-events/inspire-scaler-what-is-for-me,N,C1 - Digital - Hand Raiser Form,,VD-CXM-Inspire Scaler�What�s it for me,,7013k000001Brqv,,,,Awareness,,,,Customer Communications Management,Customer Communications,
3bAPFN25El6Gyov0hiRSSX,resourcePage,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/3bAPFN25El6Gyov0hiRSSX,webinars-events/invoice-processing-multiple-business-entities-locations,N,C1 - Digital - Hand Raiser Form,701OL00000TJtY3YAL,VD-AP-ondemand,FY25-Q2-UD-UKI-DG-IB-AP-ACQ-ondemandMultibusinessEntitiesandLocation,,,,701Pq00000bYrcUIAS,Awareness,Beanworks.com,,,Accounts Payable Automation,Accounts Payable,
6i8NCabNs6gACrx4IqTsJZ,resourcePage,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/6i8NCabNs6gACrx4IqTsJZ,webinars-events/kickstart-your-ap-transformation,N,C1 - Digital - Hand Raiser Form,701OL00000f0I5PYAU,VD-AP-on-demand,FY25-Q4-AM-CA-DG-EV-ACQ-AP-QUAD-WBN-AP-Transformation,,,,701Pm000016ZaWDIA0,Awareness,Beanworks.com,,,Accounts Payable Automation,Accounts Payable,
54Z8sCZRJ27RRbjmp3LWjq,resourcePage,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/54Z8sCZRJ27RRbjmp3LWjq,webinars-events/mastering-accounts-payable-workflow,N,C1 - Digital - Hand Raiser Form,701OL00000TJrPjYAL,VD-AP-ondemand,FY25-Q2-UD-UKI-DG-IB-AP-ACQ-ondemandmasteringtheaccountspayableworkflow,,,,701Pq00000bYVVXIA4,Awareness,Beanworks.com,,,Accounts Payable Automation,Accounts Payable,
3EaNu3lRmo2RpLmEhFpWER,resourcePage,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/3EaNu3lRmo2RpLmEhFpWER,webinars-events/new-ai-frontier-transforming-financial-automation-0,N,C1 - Digital - Hand Raiser Form,701OL00000RFqRrYAL,VD-AP-AI-Frontier,,,,,,Awareness,Beanworks.com,,,,Accounts Payable,
59XjIFbWY3dOuK38F4uczF,resourcePage,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/59XjIFbWY3dOuK38F4uczF,webinars-events/novice-guru-how-ai-accelerates-processes,N,C1 - Digital - Hand Raiser Form,701OL00000WmlrrYAB | 701OL00000XuPVQYA3,VD-AP-on-demand,,,,,,Awareness,Email Campaign,,,,Accounts Payable,
3sjbxpnz5915ZhLLyRwrzI,resourcePage,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/3sjbxpnz5915ZhLLyRwrzI,webinars-events/novice-to-guru-mastering-ai-in-finance,N,C1 - Digital - Hand Raiser Form,701OL00000TwwitYAB,VD-AP-on-demand,,,,,,Awareness,Email Campaign,,,,Accounts Payable,
2e20DBX3ushb4EsvyvW4y7,resourcePage,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/2e20DBX3ushb4EsvyvW4y7,webinars-events/optimising-cash-flow-forecasting-weather-economic-storms,N,C1 - Digital - Hand Raiser Form,701OL00000a4E2uYAE,VD-AP-Cash Flow On Demand Webinar,,,,,701Pm00000yxyIZIAY,Awareness,Beanworks.com,,,,Accounts Payable,
3E2nh6L36JVx9PAqqKbtn5,resourcePage,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/3E2nh6L36JVx9PAqqKbtn5,webinars-events/our-journey-digital-lincoln-financial-group,N,C1 - Digital - Hand Raiser Form,,VD-CXM-Our Journey to Digital-LincolnFin,,7013k000001Brp4,,,,Awareness,,,,,Customer Communications,
2keKHT4zEFk8ANHTwKLD3b,resourcePage,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/2keKHT4zEFk8ANHTwKLD3b,webinars-events/partnership-sage-ap-automation,N,C1 - Digital - Hand Raiser Form,701OL00000TPnmPYAT,VD-AP-ondemand,FY25-Q2-UD-UKI-DG-IB-AP-ACQ-ondemandPerfectPartnershipSageAPAutomation,,,,701Pq00000bgMObIAM,Awareness,Beanworks.com,,,Accounts Payable Automation,Accounts Payable,
3Xjcs4xP1PoUQOMDrGCN7a,resourcePage,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/3Xjcs4xP1PoUQOMDrGCN7a,webinars-events/practical-workflow-scorecard,N,C1 - Digital - Hand Raiser Form,701OL00000hiGYBYA2,VD-AP-on-demand,FY26-Q1-AM-CA-DG-EV-ACQ-AP-QUAD-WBN-workflow-scorecard,,,,,Awareness,Beanworks.com,,,,Accounts Payable,
4ugsrowlCRb5n41tzMEDrc,resourcePage,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/4ugsrowlCRb5n41tzMEDrc,webinars-events/protecting-profit-margins,N,C1 - Digital - Hand Raiser Form,701OL00000RhZ34YAF,VD-AP-inflationary-economy,,,,,,Awareness|Comparison,Beanworks.com,,,,Accounts Payable,
5Ks7KYONABxD1HQqTnQdW2,resourcePage,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/5Ks7KYONABxD1HQqTnQdW2,webinars-events/quadient-transformation-made-simple-cognizants-coral,N,C1 - Digital - Hand Raiser Form,,VD-CXM-CORAL�Quad Transformation Made,,7013k000001Brre,,,,Awareness,,,,,Customer Communications,
5QnCXlB2fIEbwzErxvEtf7,resourcePage,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/5QnCXlB2fIEbwzErxvEtf7,webinars-events/roundtable-sage-and-ap-automation-success,N,C1 - Digital - Hand Raiser Form,701OL00000QE9awYAD,VD-AP-Organic-Sage-Roundtable,,,,,,Awareness,Beanworks.com,,,Accounts Payable Automation,Accounts Payable,
